Abscissa X0vera X1vera X2vera
0.85 0.741665180745524 0.0726717992899758 -2.50666565318529
0.86 0.74226752335173 0.0479026440341869 -2.44315789614023
0.87 0.742625739418304 0.0238843530138971 -2.35692965273642
0.88 0.742748430748966 0.00083135177118662 -2.25050574289402
0.89 0.742646220072025 -0.0210663286591991 -2.12624797092299
0.9 0.742331514479806 -0.0416416508408233 -1.9864007075081
0.91 0.741818280627615 -0.0607496167054761 -1.8331345361395
0.92 0.741121827332503 -0.0782667376124906 -1.66858737379064
0.93 0.740258591464065 -0.094090900808881 -1.49490254742512
0.94 0.739245923323682 -0.108141599390176 -1.31426333696591
0.95 0.738101868061948 -0.120360488007498 -1.12892350079785
0.96 0.736844940085769 -0.130712221722203 -0.941233299277387
0.97 0.735493887856754 -0.139185530597488 -0.753660541397943
0.98 0.73406744697991 -0.14579447801575 -0.568806214737842
0.99 0.73258408002272 -0.150579846643188 -0.389414332583004
1 0.731061702081943 -0.153610592875772 -0.218375756042255
